SCHOOL_CODE,Pass_Percentage,Result
II0336,33.33%,Attention
II0337,50.00%,Attention
II0339,100.00%,Reward
II0340,100.00%,Reward
II0341,100.00%,Reward
II0343,100.00%,Reward
II0344,100.00%,Reward
II0346,66.67%,Attention
II0353,100.00%,Reward
II0354,100.00%,Reward
II0355,100.00%,Reward
II0356,66.67%,Attention
II0357,100.00%,Reward
II0358,100.00%,Reward
II0359,66.67%,Attention
II0360,100.00%,Reward
II0361,0.00%,Attention
II0362,100.00%,Reward
II0363,50.00%,Attention
II0364,100.00%,Reward
II0365,50.00%,Attention
II0366,100.00%,Reward
II0368,25.00%,Attention
II0370,100.00%,Reward
II0371,100.00%,Reward
II0373,100.00%,Reward
II0374,100.00%,Reward
II0375,100.00%,Reward
II0376,100.00%,Reward
II0378,50.00%,Attention
II0380,100.00%,Reward
II0381,100.00%,Reward
II0382,66.67%,Attention
II0384,100.00%,Reward
II0385,66.67%,Attention
II0386,100.00%,Reward
II0387,100.00%,Reward
II0388,100.00%,Reward
II0389,100.00%,Reward
JJ0001,66.67%,Attention
JJ0002,100.00%,Reward
JJ0003,100.00%,Reward
JJ0004,44.44%,Attention
JJ0005,71.43%,Attention
JJ0006,57.14%,Attention
JJ0007,100.00%,Reward
JJ0008,100.00%,Reward
JJ0009,61.54%,Attention
JJ0010,85.71%,Reward
JJ0011,66.67%,Attention
JJ0013,100.00%,Reward
JJ0014,44.44%,Attention
JJ0015,83.33%,Reward
JJ0016,100.00%,Reward
JJ0017,50.00%,Attention
JJ0018,100.00%,Reward
JJ0019,88.89%,Reward
JJ0020,100.00%,Reward
JJ0021,100.00%,Reward
JJ0022,100.00%,Reward
JJ0023,0.00%,Attention
JJ0025,75.00%,Attention
JJ0026,66.67%,Attention
JJ0027,100.00%,Reward
JJ0028,85.71%,Reward
JJ0029,50.00%,Attention
JJ0030,83.33%,Reward
JJ0031,75.00%,Attention
JJ0032,50.00%,Attention
JJ0033,0.00%,Attention
JJ0034,100.00%,Reward
JJ0035,83.33%,Reward
JJ0036,100.00%,Reward
JJ0037,100.00%,Reward
JJ0038,66.67%,Attention
JJ0039,40.00%,Attention
JJ0040,100.00%,Reward
JJ0042,66.67%,Attention
JJ0043,100.00%,Reward
JJ0044,66.67%,Attention
JJ0045,50.00%,Attention
JJ0046,100.00%,Reward
JJ0047,75.00%,Attention
JJ0048,50.00%,Attention
JJ0049,57.14%,Attention
JJ0050,100.00%,Reward
JJ0051,75.00%,Attention
JJ0052,100.00%,Reward
JJ0053,100.00%,Reward
JJ0056,40.00%,Attention
JJ0058,80.00%,Reward
JJ0059,100.00%,Reward
JJ0061,100.00%,Reward
JJ0065,100.00%,Reward
JJ0066,100.00%,Reward
JJ0067,100.00%,Reward
JJ0069,0.00%,Attention
JJ0071,66.67%,Attention
JJ0072,100.00%,Reward
JJ0073,100.00%,Reward
JJ0074,100.00%,Reward
JJ0075,0.00%,Attention
JJ0076,0.00%,Attention
JJ0078,100.00%,Reward
JJ0080,100.00%,Reward
JJ0081,100.00%,Reward
JJ0082,50.00%,Attention
JJ0083,100.00%,Reward
JJ0085,33.33%,Attention
JJ0086,100.00%,Reward
JJ0087,100.00%,Reward
JJ0088,50.00%,Attention
JJ0090,75.00%,Attention
JJ0091,66.67%,Attention
JJ0092,71.43%,Attention
JJ0094,100.00%,Reward
JJ0095,100.00%,Reward
JJ0096,50.00%,Attention
JJ0097,100.00%,Reward
JJ0098,100.00%,Reward
JJ0099,50.00%,Attention
JJ0100,75.00%,Attention
JJ0101,100.00%,Reward
JJ0102,0.00%,Attention
JJ0103,100.00%,Reward
JJ0104,100.00%,Reward
JJ0105,100.00%,Reward
JJ0106,100.00%,Reward
JJ0109,100.00%,Reward
JJ0110,100.00%,Reward
JJ0111,0.00%,Attention
JJ0112,66.67%,Attention
JJ0113,100.00%,Reward
JJ0116,100.00%,Reward
JJ0117,80.00%,Reward
JJ0118,100.00%,Reward
JJ0120,50.00%,Attention
JJ0121,80.00%,Reward
JJ0122,75.00%,Attention
JJ0123,75.00%,Attention
JJ0124,0.00%,Attention
JJ0125,100.00%,Reward
JJ0127,100.00%,Reward
JJ0128,50.00%,Attention
JJ0130,50.00%,Attention
JJ0131,100.00%,Reward
JJ0132,100.00%,Reward
JJ0133,0.00%,Attention
JJ0134,100.00%,Reward
JJ0135,100.00%,Reward
JJ0136,100.00%,Reward
JJ0137,70.00%,Attention
JJ0138,100.00%,Reward
JJ0140,87.50%,Reward
JJ0141,100.00%,Reward
JJ0142,50.00%,Attention
JJ0144,100.00%,Reward
JJ0145,100.00%,Reward
JJ0146,100.00%,Reward
JJ0147,100.00%,Reward
JJ0148,100.00%,Reward
JJ0149,100.00%,Reward
JJ0151,75.00%,Attention
JJ0152,100.00%,Reward
JJ0153,100.00%,Reward
JJ0154,60.00%,Attention
JJ0156,100.00%,Reward
JJ0157,100.00%,Reward
JJ0158,100.00%,Reward
JJ0160,100.00%,Reward
JJ0161,66.67%,Attention
JJ0162,100.00%,Reward
JJ0163,0.00%,Attention
JJ0165,66.67%,Attention
JJ0168,100.00%,Reward
JJ0169,100.00%,Reward
JJ0170,100.00%,Reward
JJ0171,100.00%,Reward
JJ0172,100.00%,Reward
JJ0174,66.67%,Attention
JJ0175,100.00%,Reward
JJ0176,100.00%,Reward
JJ0178,100.00%,Reward
JJ0181,100.00%,Reward
JJ0182,50.00%,Attention
JJ0183,100.00%,Reward
JJ0184,100.00%,Reward
JJ0185,0.00%,Attention
JJ0189,100.00%,Reward
JJ0190,100.00%,Reward
JJ0191,100.00%,Reward
JJ0192,100.00%,Reward
JJ0193,100.00%,Reward
JJ0194,100.00%,Reward
JJ0195,100.00%,Reward
JJ0196,100.00%,Reward
JJ0198,100.00%,Reward
JJ0199,100.00%,Reward
JJ0202,100.00%,Reward
JJ0203,25.00%,Attention
JJ0204,100.00%,Reward
JJ0205,50.00%,Attention
JJ0206,100.00%,Reward
JJ0210,100.00%,Reward
JJ0211,100.00%,Reward
JJ0212,100.00%,Reward
JJ0213,50.00%,Attention
JJ0214,100.00%,Reward
JJ0216,100.00%,Reward
JJ0217,100.00%,Reward
JJ0218,100.00%,Reward
JJ0220,66.67%,Attention
JJ0222,100.00%,Reward
JJ0223,100.00%,Reward
JJ0224,100.00%,Reward
JJ0226,100.00%,Reward
JJ0227,50.00%,Attention
JJ0228,100.00%,Reward
JJ0229,100.00%,Reward
JJ0231,0.00%,Attention
JJ0233,0.00%,Attention
JJ0234,100.00%,Reward
JJ0235,100.00%,Reward
JJ0236,100.00%,Reward
JJ0239,100.00%,Reward
JJ0240,50.00%,Attention
JJ0242,100.00%,Reward
JJ0243,100.00%,Reward
JJ0244,100.00%,Reward
JJ0246,100.00%,Reward
JJ0247,100.00%,Reward
JJ0248,33.33%,Attention
JJ0250,100.00%,Reward
JJ0251,0.00%,Attention
JJ0255,100.00%,Reward
JJ0258,66.67%,Attention
JJ0259,0.00%,Attention
JJ0260,0.00%,Attention
JJ0263,100.00%,Reward
JJ0264,100.00%,Reward
JJ0266,100.00%,Reward
JJ0267,100.00%,Reward
JJ0268,100.00%,Reward
JJ0269,100.00%,Reward
JJ0270,0.00%,Attention
JJ0271,50.00%,Attention
JJ0273,100.00%,Reward
JJ0274,100.00%,Reward
JJ0275,100.00%,Reward
JJ0277,100.00%,Reward
JJ0281,100.00%,Reward
JJ0282,100.00%,Reward
JJ0284,0.00%,Attention
JJ0288,100.00%,Reward
JJ0290,100.00%,Reward
JJ0292,100.00%,Reward
JJ0293,100.00%,Reward
JJ0295,0.00%,Attention
JJ0296,100.00%,Reward
JJ0298,100.00%,Reward
JJ0299,100.00%,Reward
JJ0300,100.00%,Reward
JJ0303,100.00%,Reward
JJ0305,100.00%,Reward
JJ0306,100.00%,Reward
JJ0308,0.00%,Attention
JJ0309,100.00%,Reward
JJ0310,0.00%,Attention
JJ0311,100.00%,Reward
JJ0312,0.00%,Attention
JJ0317,0.00%,Attention
JJ0318,100.00%,Reward
KK0001,52.17%,Attention
KK0002,71.43%,Attention
KK0003,83.33%,Reward
KK0004,90.00%,Reward
KK0005,66.67%,Attention
KK0006,80.00%,Reward
KK0007,100.00%,Reward
KK0008,85.71%,Reward
KK0009,33.33%,Attention
KK0010,100.00%,Reward
KK0011,82.35%,Reward
KK0012,100.00%,Reward
KK0013,0.00%,Attention
KK0014,100.00%,Reward
KK0015,100.00%,Reward
KK0016,47.62%,Attention
KK0017,100.00%,Reward
KK0018,100.00%,Reward
KK0019,66.67%,Attention
KK0020,85.71%,Reward
KK0021,33.33%,Attention
KK0022,50.00%,Attention
KK0023,100.00%,Reward
KK0024,70.00%,Attention
KK0025,60.00%,Attention
KK0026,66.67%,Attention
KK0027,100.00%,Reward
KK0028,60.00%,Attention
KK0029,78.57%,Reward
KK0030,100.00%,Reward
KK0032,66.67%,Attention
KK0034,42.86%,Attention
KK0035,100.00%,Reward
KK0036,78.57%,Reward
KK0037,88.89%,Reward
KK0038,75.00%,Attention
KK0039,100.00%,Reward
KK0040,100.00%,Reward
KK0041,0.00%,Attention
KK0042,100.00%,Reward
KK0044,100.00%,Reward
KK0045,85.71%,Reward
KK0046,100.00%,Reward
KK0047,90.00%,Reward
KK0048,50.00%,Attention
KK0049,60.00%,Attention
KK0050,50.00%,Attention
KK0051,100.00%,Reward
KK0052,42.86%,Attention
KK0054,60.00%,Attention
KK0055,100.00%,Reward
KK0056,100.00%,Reward
KK0057,100.00%,Reward
KK0058,75.00%,Attention
KK0060,90.00%,Reward
KK0061,100.00%,Reward
KK0062,100.00%,Reward
KK0063,90.91%,Reward
KK0064,100.00%,Reward
KK0065,100.00%,Reward
KK0066,100.00%,Reward
KK0067,100.00%,Reward
KK0068,66.67%,Attention
KK0069,50.00%,Attention
KK0071,80.00%,Reward
KK0072,33.33%,Attention
KK0073,50.00%,Attention
KK0074,100.00%,Reward
KK0075,100.00%,Reward
KK0076,100.00%,Reward
KK0077,0.00%,Attention
KK0078,60.00%,Attention
KK0079,100.00%,Reward
KK0080,50.00%,Attention
KK0081,33.33%,Attention
KK0082,42.86%,Attention
KK0083,20.00%,Attention
KK0085,100.00%,Reward
KK0086,100.00%,Reward
KK0087,50.00%,Attention
KK0088,100.00%,Reward
KK0089,100.00%,Reward
KK0090,80.00%,Reward
KK0091,100.00%,Reward
KK0092,0.00%,Attention
KK0093,100.00%,Reward
KK0095,66.67%,Attention
KK0096,75.00%,Attention
KK0097,100.00%,Reward
KK0098,50.00%,Attention
KK0099,100.00%,Reward
KK0100,100.00%,Reward
KK0101,100.00%,Reward
KK0102,100.00%,Reward
KK0103,100.00%,Reward
KK0104,100.00%,Reward
KK0105,60.00%,Attention
KK0106,100.00%,Reward
KK0107,40.00%,Attention
KK0108,100.00%,Reward
KK0109,100.00%,Reward
KK0110,80.00%,Reward
KK0111,100.00%,Reward
KK0112,100.00%,Reward
KK0113,100.00%,Reward
KK0114,60.00%,Attention
KK0115,66.67%,Attention
KK0116,50.00%,Attention
KK0118,100.00%,Reward
KK0119,100.00%,Reward
KK0120,60.00%,Attention
KK0121,50.00%,Attention
KK0122,100.00%,Reward
KK0123,33.33%,Attention
KK0124,75.00%,Attention
KK0125,100.00%,Reward
KK0127,85.71%,Reward
KK0128,50.00%,Attention
KK0129,100.00%,Reward
KK0130,100.00%,Reward
KK0131,100.00%,Reward
KK0133,75.00%,Attention
KK0134,100.00%,Reward
KK0135,100.00%,Reward
KK0136,0.00%,Attention
KK0137,66.67%,Attention
KK0138,0.00%,Attention
KK0139,100.00%,Reward
KK0141,100.00%,Reward
KK0142,100.00%,Reward
KK0143,100.00%,Reward
KK0144,100.00%,Reward
KK0145,100.00%,Reward
KK0146,60.00%,Attention
KK0147,75.00%,Attention
KK0148,33.33%,Attention
KK0149,0.00%,Attention
KK0152,100.00%,Reward
KK0153,0.00%,Attention
KK0154,60.00%,Attention
KK0155,100.00%,Reward
KK0156,33.33%,Attention
KK0159,60.00%,Attention
KK0160,100.00%,Reward
KK0161,100.00%,Reward
KK0162,50.00%,Attention
KK0163,50.00%,Attention
KK0164,75.00%,Attention
KK0166,100.00%,Reward
KK0167,50.00%,Attention
KK0168,33.33%,Attention
KK0169,100.00%,Reward
KK0170,0.00%,Attention
KK0171,100.00%,Reward
KK0172,100.00%,Reward
KK0173,50.00%,Attention
KK0176,100.00%,Reward
KK0178,75.00%,Attention
KK0179,100.00%,Reward
KK0180,0.00%,Attention
KK0181,100.00%,Reward
KK0183,75.00%,Attention
KK0185,83.33%,Reward
KK0186,0.00%,Attention
KK0187,100.00%,Reward
KK0190,66.67%,Attention
KK0191,50.00%,Attention
KK0192,100.00%,Reward
KK0193,50.00%,Attention
KK0194,100.00%,Reward
KK0195,100.00%,Reward
KK0197,100.00%,Reward
KK0198,100.00%,Reward
KK0199,100.00%,Reward
KK0201,0.00%,Attention
KK0203,50.00%,Attention
KK0205,0.00%,Attention
KK0207,50.00%,Attention
KK0208,66.67%,Attention
KK0210,100.00%,Reward
KK0211,100.00%,Reward
KK0212,100.00%,Reward
KK0213,100.00%,Reward
KK0215,100.00%,Reward
KK0216,100.00%,Reward
KK0217,75.00%,Attention
KK0218,100.00%,Reward
KK0219,100.00%,Reward
KK0221,66.67%,Attention
KK0222,100.00%,Reward
KK0223,50.00%,Attention
KK0224,66.67%,Attention
KK0226,50.00%,Attention
KK0227,100.00%,Reward
KK0228,100.00%,Reward
KK0229,100.00%,Reward
KK0230,100.00%,Reward
KK0231,100.00%,Reward
KK0233,50.00%,Attention
KK0235,0.00%,Attention
KK0236,100.00%,Reward
KK0237,100.00%,Reward
KK0238,100.00%,Reward
KK0239,66.67%,Attention
KK0240,100.00%,Reward
KK0241,100.00%,Reward
KK0242,100.00%,Reward
KK0243,100.00%,Reward
KK0245,100.00%,Reward
KK0246,0.00%,Attention
KK0248,100.00%,Reward
KK0249,66.67%,Attention
KK0252,100.00%,Reward
KK0253,66.67%,Attention
KK0254,100.00%,Reward
KK0255,100.00%,Reward
KK0256,100.00%,Reward
KK0257,100.00%,Reward
KK0259,0.00%,Attention
KK0260,66.67%,Attention
KK0262,100.00%,Reward
KK0263,100.00%,Reward
KK0264,100.00%,Reward
KK0265,100.00%,Reward
KK0266,0.00%,Attention
KK0267,100.00%,Reward
KK0268,100.00%,Reward
KK0269,66.67%,Attention
KK0271,100.00%,Reward
KK0274,100.00%,Reward
KK0275,50.00%,Attention
KK0278,50.00%,Attention
KK0280,100.00%,Reward
KK0282,0.00%,Attention
KK0283,100.00%,Reward
KK0285,100.00%,Reward
KK0286,0.00%,Attention
KK0287,100.00%,Reward
KK0289,66.67%,Attention
KK0291,66.67%,Attention
KK0292,100.00%,Reward
KK0293,100.00%,Reward
KK0294,100.00%,Reward
KK0295,100.00%,Reward
KK0296,66.67%,Attention
KK0297,100.00%,Reward
KK0298,100.00%,Reward
KK0299,33.33%,Attention
KK0300,80.00%,Reward
KK0301,0.00%,Attention
KK0302,80.00%,Reward
KK0304,100.00%,Reward
KK0305,50.00%,Attention
KK0308,0.00%,Attention
KK0309,100.00%,Reward
KK0311,100.00%,Reward
KK0313,0.00%,Attention
KK0314,100.00%,Reward
KK0319,100.00%,Reward
KK0321,100.00%,Reward
KK0322,100.00%,Reward
KK0324,100.00%,Reward
KK0325,100.00%,Reward
KK0326,100.00%,Reward
KK0327,100.00%,Reward
KK0328,100.00%,Reward
KK0329,100.00%,Reward
KK0330,100.00%,Reward
KK0332,50.00%,Attention
KK0333,50.00%,Attention
KK0336,100.00%,Reward
KK0338,0.00%,Attention
KK0339,100.00%,Reward
KK0340,100.00%,Reward
KK0342,100.00%,Reward
KK0343,100.00%,Reward
KK0344,50.00%,Attention
KK0345,0.00%,Attention
KK0346,66.67%,Attention
KK0348,100.00%,Reward
KK0349,100.00%,Reward
KK0350,100.00%,Reward
KK0351,100.00%,Reward
KK0352,100.00%,Reward
KK0357,100.00%,Reward
KK0360,100.00%,Reward
KK0366,50.00%,Attention
KK0367,100.00%,Reward
KK0368,100.00%,Reward
KK0369,100.00%,Reward
KK0370,100.00%,Reward
KK0372,100.00%,Reward
KK0373,100.00%,Reward
KK0374,100.00%,Reward
KK0377,100.00%,Reward
KK0378,50.00%,Attention
KK0383,100.00%,Reward
KK0384,50.00%,Attention
KK0386,100.00%,Reward
KK0387,100.00%,Reward
KK0389,100.00%,Reward
KK0390,100.00%,Reward
KK0391,0.00%,Attention
KK0392,100.00%,Reward
KK0394,100.00%,Reward
KK0395,100.00%,Reward
KK0396,100.00%,Reward
KK0399,100.00%,Reward
KK0400,100.00%,Reward
KK0401,100.00%,Reward
KK0404,100.00%,Reward
KK0405,100.00%,Reward
KK0407,50.00%,Attention
KK0409,100.00%,Reward
KK0411,100.00%,Reward
KK0413,100.00%,Reward
KK0415,100.00%,Reward
KK0417,0.00%,Attention
KK0419,100.00%,Reward
KK0900,100.00%,Reward
LL0001,100.00%,Reward
LL0002,100.00%,Reward
LL0003,100.00%,Reward
LL0004,100.00%,Reward
LL0005,60.00%,Attention
LL0006,75.00%,Attention
LL0007,60.00%,Attention
LL0008,100.00%,Reward
LL0009,70.00%,Attention
LL0010,50.00%,Attention
LL0011,83.33%,Reward
LL0012,100.00%,Reward
LL0015,71.43%,Attention
LL0017,100.00%,Reward
LL0018,66.67%,Attention
LL0019,50.00%,Attention
LL0020,83.33%,Reward
LL0022,100.00%,Reward
LL0024,100.00%,Reward
LL0025,66.67%,Attention
LL0027,100.00%,Reward
LL0028,0.00%,Attention
LL0029,100.00%,Reward
LL0030,66.67%,Attention
LL0032,100.00%,Reward
LL0033,87.50%,Reward
LL0034,0.00%,Attention
LL0035,42.86%,Attention
LL0037,28.57%,Attention
LL0038,50.00%,Attention
LL0039,100.00%,Reward
LL0040,100.00%,Reward
LL0041,100.00%,Reward
LL0042,100.00%,Reward
LL0043,100.00%,Reward
LL0044,75.00%,Attention
LL0045,100.00%,Reward
LL0046,70.00%,Attention
LL0047,90.00%,Reward
LL0048,87.50%,Reward
LL0049,50.00%,Attention
LL0050,100.00%,Reward
LL0051,100.00%,Reward
LL0052,100.00%,Reward
LL0053,70.00%,Attention
LL0054,100.00%,Reward
LL0055,77.78%,Normal
LL0056,93.75%,Reward
LL0057,100.00%,Reward
LL0058,50.00%,Attention
LL0059,100.00%,Reward
LL0060,60.00%,Attention
LL0061,50.00%,Attention
LL0062,100.00%,Reward
LL0063,100.00%,Reward
LL0064,0.00%,Attention
LL0065,66.67%,Attention
LL0066,100.00%,Reward
LL0067,91.67%,Reward
LL0068,100.00%,Reward
LL0069,77.78%,Normal
LL0070,100.00%,Reward
LL0071,50.00%,Attention
LL0072,75.00%,Attention
LL0073,100.00%,Reward
LL0074,60.00%,Attention
LL0075,50.00%,Attention
LL0076,0.00%,Attention
LL0077,66.67%,Attention
LL0078,100.00%,Reward
LL0080,87.50%,Reward
LL0081,80.00%,Reward
LL0082,0.00%,Attention
LL0083,50.00%,Attention
LL0084,100.00%,Reward
LL0085,75.00%,Attention
LL0086,75.00%,Attention
LL0087,100.00%,Reward
LL0088,100.00%,Reward
LL0089,100.00%,Reward
LL0090,57.14%,Attention
LL0091,50.00%,Attention
LL0092,50.00%,Attention
LL0093,75.00%,Attention
LL0094,0.00%,Attention
LL0095,100.00%,Reward
LL0096,100.00%,Reward
LL0097,50.00%,Attention
LL0101,60.00%,Attention
LL0102,66.67%,Attention
LL0103,75.00%,Attention
LL0104,100.00%,Reward
LL0106,75.00%,Attention
LL0107,100.00%,Reward
LL0108,100.00%,Reward
LL0109,100.00%,Reward
LL0110,100.00%,Reward
LL0111,100.00%,Reward
LL0112,66.67%,Attention
LL0113,100.00%,Reward
LL0115,100.00%,Reward
LL0116,100.00%,Reward
LL0117,100.00%,Reward
LL0119,33.33%,Attention
LL0120,66.67%,Attention
LL0121,100.00%,Reward
LL0122,100.00%,Reward
LL0123,50.00%,Attention
LL0124,100.00%,Reward
LL0125,100.00%,Reward
LL0126,100.00%,Reward
LL0127,80.00%,Reward
LL0128,100.00%,Reward
LL0130,0.00%,Attention
LL0131,50.00%,Attention
LL0132,100.00%,Reward
LL0133,100.00%,Reward
LL0134,100.00%,Reward
LL0135,100.00%,Reward
LL0136,100.00%,Reward
LL0137,100.00%,Reward
LL0139,100.00%,Reward
LL0140,100.00%,Reward
LL0141,100.00%,Reward
LL0142,57.14%,Attention
LL0143,100.00%,Reward
LL0144,100.00%,Reward
LL0146,100.00%,Reward
LL0147,100.00%,Reward
LL0148,100.00%,Reward
LL0149,100.00%,Reward
LL0150,100.00%,Reward
LL0151,33.33%,Attention
LL0152,100.00%,Reward
LL0153,80.00%,Reward
LL0154,100.00%,Reward
LL0155,71.43%,Attention
LL0156,50.00%,Attention
LL0157,100.00%,Reward
LL0159,100.00%,Reward
LL0160,66.67%,Attention
LL0161,87.50%,Reward
LL0162,0.00%,Attention
LL0163,100.00%,Reward
LL0164,100.00%,Reward
LL0166,66.67%,Attention
LL0167,100.00%,Reward
LL0171,57.14%,Attention
LL0172,100.00%,Reward
LL0173,100.00%,Reward
LL0174,100.00%,Reward
LL0175,100.00%,Reward
LL0176,100.00%,Reward
LL0180,0.00%,Attention
LL0181,100.00%,Reward
LL0182,100.00%,Reward
LL0183,77.78%,Normal
LL0184,50.00%,Attention
LL0185,77.78%,Normal
LL0186,100.00%,Reward
LL0187,100.00%,Reward
LL0189,100.00%,Reward
LL0190,100.00%,Reward
LL0191,66.67%,Attention
LL0192,100.00%,Reward
LL0193,100.00%,Reward
LL0196,0.00%,Attention
LL0197,50.00%,Attention
LL0198,100.00%,Reward
LL0199,33.33%,Attention
LL0200,100.00%,Reward
LL0201,100.00%,Reward
LL0203,100.00%,Reward
LL0204,100.00%,Reward
LL0205,100.00%,Reward
LL0206,100.00%,Reward
LL0207,100.00%,Reward
LL0208,100.00%,Reward
LL0209,50.00%,Attention
LL0212,50.00%,Attention
LL0213,100.00%,Reward
LL0214,100.00%,Reward
LL0215,50.00%,Attention
LL0216,0.00%,Attention
LL0217,100.00%,Reward
LL0218,100.00%,Reward
LL0219,50.00%,Attention
LL0220,100.00%,Reward
LL0221,100.00%,Reward
LL0222,100.00%,Reward
LL0223,100.00%,Reward
LL0224,100.00%,Reward
LL0225,87.50%,Reward
LL0226,100.00%,Reward
LL0227,33.33%,Attention
LL0228,100.00%,Reward
LL0229,100.00%,Reward
LL0230,50.00%,Attention
LL0231,100.00%,Reward
LL0233,100.00%,Reward
LL0234,100.00%,Reward
LL0236,100.00%,Reward
LL0237,50.00%,Attention
LL0238,100.00%,Reward
LL0239,75.00%,Attention
LL0240,100.00%,Reward
LL0242,75.00%,Attention
LL0243,50.00%,Attention
LL0244,100.00%,Reward
LL0245,100.00%,Reward
LL0246,66.67%,Attention
LL0249,100.00%,Reward
LL0250,75.00%,Attention
LL0254,100.00%,Reward
LL0256,100.00%,Reward
LL0258,66.67%,Attention
LL0259,42.86%,Attention
LL0260,100.00%,Reward
LL0262,100.00%,Reward
LL0264,100.00%,Reward
LL0265,66.67%,Attention
LL0266,100.00%,Reward
LL0267,0.00%,Attention
LL0269,80.00%,Reward
LL0270,100.00%,Reward
LL0271,100.00%,Reward
LL0272,50.00%,Attention
LL0273,66.67%,Attention
LL0274,100.00%,Reward
LL0275,100.00%,Reward
LL0276,0.00%,Attention
LL0281,100.00%,Reward
LL0283,33.33%,Attention
LL0286,100.00%,Reward
LL0288,100.00%,Reward
LL0289,66.67%,Attention
LL0290,100.00%,Reward
LL0292,0.00%,Attention
LL0293,100.00%,Reward
LL0294,100.00%,Reward
LL0295,100.00%,Reward
LL0296,100.00%,Reward
LL0298,50.00%,Attention
LL0301,100.00%,Reward
LL0302,100.00%,Reward
LL0303,100.00%,Reward
LL0305,50.00%,Attention
LL0306,100.00%,Reward
LL0307,100.00%,Reward
LL0308,100.00%,Reward
LL0309,0.00%,Attention
LL0310,100.00%,Reward
LL0311,50.00%,Attention
LL0312,100.00%,Reward
LL0317,100.00%,Reward
LL0318,100.00%,Reward
LL0319,33.33%,Attention
LL0320,50.00%,Attention
LL0322,66.67%,Attention
LL0323,100.00%,Reward
LL0324,100.00%,Reward
LL0327,100.00%,Reward
LL0331,100.00%,Reward
LL0333,50.00%,Attention
LL0335,100.00%,Reward
LL0336,100.00%,Reward
LL0338,100.00%,Reward
LL0339,100.00%,Reward
LL0345,0.00%,Attention
LL0346,100.00%,Reward
LL0347,33.33%,Attention
LL0351,50.00%,Attention
LL0352,0.00%,Attention
LL0353,100.00%,Reward
LL0355,50.00%,Attention
LL0357,100.00%,Reward
LL0365,33.33%,Attention
LL0366,100.00%,Reward
LL0367,0.00%,Attention
LL0368,25.00%,Attention
LL0369,50.00%,Attention
LL0372,100.00%,Reward
LL0374,100.00%,Reward
LL0375,100.00%,Reward
LL0376,100.00%,Reward
LL0378,100.00%,Reward
LL0379,100.00%,Reward
LL0380,100.00%,Reward
LL0381,100.00%,Reward
LL0382,100.00%,Reward
LL0384,100.00%,Reward
LL0385,100.00%,Reward
LL0387,100.00%,Reward
LL0390,33.33%,Attention
LL0393,100.00%,Reward
LL0394,0.00%,Attention
LL0395,100.00%,Reward
LL0396,100.00%,Reward
LL0397,100.00%,Reward
LL0399,100.00%,Reward
LL0400,100.00%,Reward
LL0401,100.00%,Reward
LL0403,100.00%,Reward
LL0404,0.00%,Attention
LL0405,100.00%,Reward
LL0406,100.00%,Reward
LL0409,0.00%,Attention
LL0411,100.00%,Reward
LL0412,100.00%,Reward
LL0421,100.00%,Reward
LL0423,75.00%,Attention
LL0425,0.00%,Attention
LL0427,20.00%,Attention
LL0428,100.00%,Reward
LL0431,50.00%,Attention
LL0432,100.00%,Reward
LL0437,100.00%,Reward
LL0438,100.00%,Reward
LL0439,100.00%,Reward
LL0440,100.00%,Reward
LL0441,100.00%,Reward
LL0442,100.00%,Reward
LL0443,66.67%,Attention
LL0444,100.00%,Reward
LL0445,100.00%,Reward
LL0447,66.67%,Attention
LL0448,100.00%,Reward
LL0449,100.00%,Reward
LL0450,100.00%,Reward
LL0453,100.00%,Reward
LL0455,0.00%,Attention
LL0456,100.00%,Reward
LL0457,100.00%,Reward
LL0458,33.33%,Attention
LL0459,100.00%,Reward
LL0460,100.00%,Reward
LL0461,100.00%,Reward
LL0462,100.00%,Reward
LL0463,100.00%,Reward
LL0464,50.00%,Attention
LL0465,66.67%,Attention
LL0469,100.00%,Reward
LL0470,100.00%,Reward
LL0471,100.00%,Reward
LL0472,100.00%,Reward
LL0474,100.00%,Reward
LL0476,100.00%,Reward
LL0478,100.00%,Reward
LL0481,100.00%,Reward
LL0482,100.00%,Reward
LL0484,100.00%,Reward
LL0485,100.00%,Reward
LL0487,0.00%,Attention
LL0488,100.00%,Reward
LL0490,100.00%,Reward
LL0491,100.00%,Reward
LL0492,100.00%,Reward
LL0493,50.00%,Attention
LL0494,100.00%,Reward
LL0495,100.00%,Reward
LL0496,100.00%,Reward
LL0497,100.00%,Reward
LL0498,100.00%,Reward
LL0499,66.67%,Attention
LL0500,100.00%,Reward
LL0501,100.00%,Reward
LL0505,100.00%,Reward
LL0506,100.00%,Reward
LL0509,100.00%,Reward
LL0511,100.00%,Reward
LL0512,100.00%,Reward
LL0513,100.00%,Reward
LL0514,100.00%,Reward
LL0516,66.67%,Attention
LL0517,100.00%,Reward
LL0518,100.00%,Reward
LL0520,100.00%,Reward
LL0521,100.00%,Reward
LL0522,100.00%,Reward
LL0526,100.00%,Reward
LL0528,100.00%,Reward
LL0529,100.00%,Reward
LL0530,100.00%,Reward
LL0531,100.00%,Reward
LL0532,100.00%,Reward
LL0533,100.00%,Reward
LL0534,75.00%,Attention
LL0535,100.00%,Reward
LL0536,100.00%,Reward
LL0537,100.00%,Reward
LL0540,100.00%,Reward
MA0001,46.67%,Attention
