SCHOOL_CODE,Pass_Percentage,Result
AS0488,0.00%,Attention
AS0489,100.00%,Reward
AS0490,33.33%,Attention
AS0491,100.00%,Reward
AS0493,100.00%,Reward
AS0494,100.00%,Reward
AS0496,0.00%,Attention
AS0498,100.00%,Reward
AS0499,80.00%,Reward
AS0500,100.00%,Reward
AS0501,100.00%,Reward
AS0504,62.50%,Attention
AS0505,0.00%,Attention
AS0506,100.00%,Reward
AS0511,100.00%,Reward
AS0512,50.00%,Attention
AS0514,100.00%,Reward
AS0515,33.33%,Attention
AS0516,0.00%,Attention
AS0521,100.00%,Reward
AS0522,100.00%,Reward
AS0525,100.00%,Reward
AS0527,100.00%,Reward
AS0530,100.00%,Reward
AS0532,33.33%,Attention
AS0534,33.33%,Attention
AS0536,100.00%,Reward
AS0537,50.00%,Attention
AS0539,100.00%,Reward
AS0541,50.00%,Attention
AS0543,66.67%,Attention
AS0545,0.00%,Attention
AS0546,60.00%,Attention
AS0549,0.00%,Attention
AS0550,100.00%,Reward
AS0552,100.00%,Reward
AS0553,100.00%,Reward
AS0555,100.00%,Reward
AS0556,100.00%,Reward
AS0559,100.00%,Reward
AS0560,75.00%,Attention
AS0561,100.00%,Reward
AS0563,100.00%,Reward
AS0564,100.00%,Reward
AS0565,100.00%,Reward
AS0566,100.00%,Reward
AS0567,100.00%,Reward
AS0568,100.00%,Reward
AS0570,100.00%,Reward
AS0571,100.00%,Reward
AS0572,0.00%,Attention
AS0574,100.00%,Reward
AS0575,66.67%,Attention
AS0576,75.00%,Attention
AS0577,50.00%,Attention
AS0578,66.67%,Attention
AS0579,100.00%,Reward
AS0581,33.33%,Attention
AS0582,100.00%,Reward
AS0583,100.00%,Reward
AS0584,100.00%,Reward
AS0585,100.00%,Reward
AS0586,100.00%,Reward
AS0587,100.00%,Reward
AS0588,100.00%,Reward
AS0589,100.00%,Reward
AS0592,100.00%,Reward
AS0593,66.67%,Attention
AS0594,100.00%,Reward
AS0595,100.00%,Reward
AS0596,100.00%,Reward
AS0598,100.00%,Reward
AS0600,100.00%,Reward
AS0601,50.00%,Attention
AS0602,100.00%,Reward
AS0603,100.00%,Reward
AS0604,85.71%,Reward
AS0605,80.00%,Reward
AS0606,71.43%,Attention
AS0607,100.00%,Reward
AS0608,100.00%,Reward
AS0609,50.00%,Attention
AS0611,100.00%,Reward
AS0612,100.00%,Reward
AS0613,100.00%,Reward
AS0615,100.00%,Reward
AS0617,100.00%,Reward
AS0618,66.67%,Attention
AS0619,40.00%,Attention
AS0620,100.00%,Reward
AS0621,66.67%,Attention
AS0622,100.00%,Reward
AS0623,33.33%,Attention
AS0624,75.00%,Attention
AS0625,100.00%,Reward
AS0626,100.00%,Reward
AS0627,0.00%,Attention
AS0628,100.00%,Reward
AS0629,50.00%,Attention
AS0630,38.46%,Attention
AS0632,100.00%,Reward
AS0633,62.50%,Attention
AS0634,100.00%,Reward
AS0637,42.86%,Attention
AS0638,100.00%,Reward
AS0639,100.00%,Reward
AS0640,100.00%,Reward
AS0641,100.00%,Reward
AS0644,0.00%,Attention
AS0645,100.00%,Reward
AS0646,100.00%,Reward
AS0647,100.00%,Reward
AS0648,100.00%,Reward
AS0649,100.00%,Reward
AS0650,87.50%,Reward
AS0653,100.00%,Reward
AS0654,100.00%,Reward
AS0657,100.00%,Reward
AS0658,100.00%,Reward
AS0659,100.00%,Reward
AS0660,100.00%,Reward
AS0662,75.00%,Attention
AS0663,100.00%,Reward
AS0664,100.00%,Reward
AS0665,100.00%,Reward
AS0666,100.00%,Reward
AS0667,100.00%,Reward
AS0670,100.00%,Reward
AS0671,100.00%,Reward
AS0673,100.00%,Reward
AS0674,100.00%,Reward
AS0675,100.00%,Reward
AS0676,50.00%,Attention
AS0677,33.33%,Attention
AS0678,100.00%,Reward
AS0679,75.00%,Attention
AS0681,100.00%,Reward
AS0682,50.00%,Attention
AS0683,50.00%,Attention
AS0684,100.00%,Reward
AS0685,100.00%,Reward
AS0686,50.00%,Attention
AS0689,100.00%,Reward
AS0690,50.00%,Attention
AS0691,0.00%,Attention
AS0692,100.00%,Reward
AS0693,100.00%,Reward
AS0695,100.00%,Reward
AS0697,50.00%,Attention
AS0698,100.00%,Reward
AS0699,100.00%,Reward
AS0700,100.00%,Reward
AS0701,100.00%,Reward
AS0702,100.00%,Reward
AS0703,50.00%,Attention
AS0705,100.00%,Reward
AS0706,100.00%,Reward
AS0707,100.00%,Reward
AS0710,50.00%,Attention
AS0711,25.00%,Attention
AS0712,50.00%,Attention
AS0714,60.00%,Attention
AS0715,50.00%,Attention
AS0716,100.00%,Reward
AS0717,100.00%,Reward
AS0718,50.00%,Attention
AS0719,75.00%,Attention
AS0720,100.00%,Reward
AS0722,80.00%,Reward
AS0723,66.67%,Attention
AS0724,50.00%,Attention
AS0727,100.00%,Reward
AS0729,100.00%,Reward
AS0733,100.00%,Reward
AS0735,0.00%,Attention
AS0736,0.00%,Attention
AS0740,0.00%,Attention
AS0742,100.00%,Reward
AS0745,100.00%,Reward
AS0748,71.43%,Attention
AS0749,0.00%,Attention
AS0750,66.67%,Attention
AS0751,100.00%,Reward
AS0752,100.00%,Reward
AS0753,83.33%,Reward
AS0754,100.00%,Reward
AS0755,0.00%,Attention
AS0757,100.00%,Reward
AS0758,100.00%,Reward
AS0760,100.00%,Reward
AS0762,100.00%,Reward
AS0763,100.00%,Reward
AS0766,100.00%,Reward
AS0767,100.00%,Reward
AS0768,66.67%,Attention
AS0769,33.33%,Attention
AS0770,33.33%,Attention
AS0772,0.00%,Attention
AS0773,100.00%,Reward
AS0774,100.00%,Reward
AS0775,50.00%,Attention
AS0776,100.00%,Reward
AS0778,100.00%,Reward
AS0779,0.00%,Attention
AS0780,50.00%,Attention
AS0781,100.00%,Reward
AS0784,0.00%,Attention
AS0785,100.00%,Reward
AS0786,100.00%,Reward
AS0787,66.67%,Attention
AS0788,100.00%,Reward
AS0789,100.00%,Reward
AS0790,100.00%,Reward
AS0792,100.00%,Reward
AS0793,100.00%,Reward
AS0794,0.00%,Attention
AS0795,100.00%,Reward
AS0796,66.67%,Attention
AS0798,100.00%,Reward
AS0799,0.00%,Attention
AS0800,100.00%,Reward
AS0801,0.00%,Attention
AS0802,100.00%,Reward
AS0804,100.00%,Reward
AS0805,66.67%,Attention
AS0807,100.00%,Reward
AS0809,100.00%,Reward
AS0810,100.00%,Reward
AS0813,100.00%,Reward
AS0815,100.00%,Reward
AS0816,75.00%,Attention
AS0817,100.00%,Reward
AS0818,100.00%,Reward
AS0819,0.00%,Attention
AS0822,100.00%,Reward
AS0824,100.00%,Reward
AS0825,100.00%,Reward
AS0826,80.00%,Reward
AS0828,0.00%,Attention
AS0829,100.00%,Reward
AS0830,0.00%,Attention
AS0831,100.00%,Reward
AS0832,50.00%,Attention
AS0834,0.00%,Attention
AS0837,100.00%,Reward
AS0839,100.00%,Reward
AS0840,100.00%,Reward
AS0842,100.00%,Reward
AS0845,100.00%,Reward
AS0846,100.00%,Reward
AS0847,0.00%,Attention
AS0848,100.00%,Reward
AS0849,66.67%,Attention
AS0851,66.67%,Attention
AS0854,33.33%,Attention
AS0855,60.00%,Attention
AS0856,100.00%,Reward
AS0858,80.00%,Reward
AS0859,100.00%,Reward
AS0860,77.78%,Normal
AS0862,100.00%,Reward
AS0863,80.00%,Reward
AS0864,100.00%,Reward
AS0865,100.00%,Reward
AS0866,100.00%,Reward
AS0867,50.00%,Attention
AS0868,0.00%,Attention
AS0869,50.00%,Attention
AS0870,50.00%,Attention
AS0871,100.00%,Reward
AS0872,100.00%,Reward
AS0873,100.00%,Reward
AS0874,100.00%,Reward
AS0875,100.00%,Reward
AS0876,50.00%,Attention
AS0877,100.00%,Reward
AS0878,100.00%,Reward
AS0880,100.00%,Reward
AS0881,100.00%,Reward
AS0882,100.00%,Reward
AS0883,100.00%,Reward
AS0886,50.00%,Attention
AS0887,100.00%,Reward
AS0889,100.00%,Reward
AS0890,100.00%,Reward
AS0891,100.00%,Reward
AS0894,50.00%,Attention
AS0895,100.00%,Reward
AS0896,100.00%,Reward
AS0898,100.00%,Reward
AS0899,0.00%,Attention
AS0901,100.00%,Reward
AS0902,100.00%,Reward
AS0903,100.00%,Reward
AS0905,100.00%,Reward
AS0906,0.00%,Attention
AS0908,100.00%,Reward
AS0909,100.00%,Reward
AS0910,100.00%,Reward
AS0911,100.00%,Reward
AS0915,50.00%,Attention
AS0917,100.00%,Reward
AS0919,50.00%,Attention
AS0920,100.00%,Reward
AS0921,100.00%,Reward
AS0922,66.67%,Attention
AS0923,100.00%,Reward
AS0924,0.00%,Attention
AS0925,100.00%,Reward
AS0926,100.00%,Reward
AS0927,100.00%,Reward
AS0928,50.00%,Attention
AS0929,50.00%,Attention
AS0933,50.00%,Attention
AS0935,100.00%,Reward
AS0937,100.00%,Reward
AS0938,100.00%,Reward
AS0940,100.00%,Reward
AS0941,100.00%,Reward
AS0942,100.00%,Reward
AS0943,0.00%,Attention
AS0944,100.00%,Reward
AS0945,100.00%,Reward
AS0952,50.00%,Attention
AS0953,100.00%,Reward
AS0956,0.00%,Attention
AS0957,66.67%,Attention
AS0959,100.00%,Reward
AS0961,100.00%,Reward
AS0962,100.00%,Reward
AS0963,100.00%,Reward
AS0964,50.00%,Attention
AS0965,100.00%,Reward
AS0967,100.00%,Reward
AS0969,100.00%,Reward
AS0970,100.00%,Reward
AS0972,100.00%,Reward
AS0973,100.00%,Reward
AS0974,0.00%,Attention
AS0976,0.00%,Attention
AS0977,100.00%,Reward
AS0978,100.00%,Reward
AS0979,100.00%,Reward
AS0980,100.00%,Reward
AS0982,100.00%,Reward
AS0983,100.00%,Reward
AS0986,100.00%,Reward
AS0987,100.00%,Reward
AS0990,100.00%,Reward
AS0991,100.00%,Reward
AS0992,100.00%,Reward
AS0994,100.00%,Reward
AS0996,100.00%,Reward
AS0997,100.00%,Reward
AS1000,100.00%,Reward
AS1001,100.00%,Reward
AS1002,100.00%,Reward
AS1005,100.00%,Reward
AS1009,100.00%,Reward
AS1010,100.00%,Reward
AS1011,50.00%,Attention
AS1012,100.00%,Reward
AS1016,66.67%,Attention
AS1017,0.00%,Attention
AS1020,100.00%,Reward
AS1021,100.00%,Reward
AS1022,100.00%,Reward
AS1025,50.00%,Attention
AS1028,0.00%,Attention
AS1034,100.00%,Reward
AS1037,100.00%,Reward
AS1038,100.00%,Reward
AS1040,0.00%,Attention
AS1043,100.00%,Reward
AS1044,100.00%,Reward
AS1045,0.00%,Attention
AS1046,0.00%,Attention
BA0001,80.00%,Reward
BA0002,100.00%,Reward
BA0003,100.00%,Reward
BA0004,88.89%,Reward
BA0005,50.00%,Attention
BA0006,80.00%,Reward
BA0007,100.00%,Reward
BA0008,100.00%,Reward
BA0009,100.00%,Reward
BA0010,100.00%,Reward
BA0011,100.00%,Reward
BA0012,71.43%,Attention
BA0013,100.00%,Reward
BA0014,100.00%,Reward
BA0015,100.00%,Reward
BA0016,100.00%,Reward
BA0017,100.00%,Reward
BA0018,75.00%,Attention
BA0019,100.00%,Reward
BA0020,100.00%,Reward
BA0021,100.00%,Reward
BA0022,100.00%,Reward
BA0024,100.00%,Reward
BA0025,100.00%,Reward
BA0027,100.00%,Reward
BA0028,100.00%,Reward
BA0029,100.00%,Reward
BA0030,100.00%,Reward
BA0031,100.00%,Reward
BA0033,66.67%,Attention
BA0034,0.00%,Attention
BA0035,100.00%,Reward
BA0036,0.00%,Attention
BA0037,100.00%,Reward
BA0038,100.00%,Reward
BA0039,100.00%,Reward
BA0040,100.00%,Reward
BA0041,100.00%,Reward
BA0042,100.00%,Reward
BA0044,100.00%,Reward
BA0046,100.00%,Reward
BA0047,42.86%,Attention
BA0048,81.82%,Reward
BA0049,100.00%,Reward
BA0051,81.25%,Reward
BA0052,60.00%,Attention
BA0053,100.00%,Reward
BA0054,87.50%,Reward
BA0055,42.86%,Attention
BA0056,66.67%,Attention
BA0057,77.78%,Normal
BA0058,80.00%,Reward
BA0059,100.00%,Reward
BA0060,100.00%,Reward
BA0061,100.00%,Reward
BA0062,100.00%,Reward
BA0063,60.00%,Attention
BA0065,50.00%,Attention
BA0066,100.00%,Reward
BA0068,0.00%,Attention
BA0069,100.00%,Reward
BA0071,100.00%,Reward
BA0072,100.00%,Reward
BA0074,100.00%,Reward
BA0075,100.00%,Reward
BA0076,80.00%,Reward
BA0078,100.00%,Reward
BA0079,100.00%,Reward
BA0080,50.00%,Attention
BA0081,66.67%,Attention
BA0082,66.67%,Attention
BA0083,100.00%,Reward
BA0084,100.00%,Reward
BA0085,100.00%,Reward
BA0086,100.00%,Reward
BA0087,50.00%,Attention
BA0088,100.00%,Reward
BA0089,100.00%,Reward
BA0090,66.67%,Attention
BA0091,100.00%,Reward
BA0092,66.67%,Attention
BA0093,66.67%,Attention
BA0094,100.00%,Reward
BA0095,100.00%,Reward
BA0096,100.00%,Reward
BA0097,100.00%,Reward
BA0098,100.00%,Reward
BA0099,66.67%,Attention
BA0100,100.00%,Reward
BA0101,100.00%,Reward
BA0102,83.33%,Reward
BA0103,55.56%,Attention
BA0104,66.67%,Attention
BA0105,100.00%,Reward
BA0106,100.00%,Reward
BA0107,80.00%,Reward
BA0108,50.00%,Attention
BA0109,75.00%,Attention
BA0110,0.00%,Attention
BA0111,100.00%,Reward
BA0112,100.00%,Reward
BA0113,100.00%,Reward
BA0114,75.00%,Attention
BA0115,50.00%,Attention
BA0122,100.00%,Reward
BA0123,100.00%,Reward
BA0124,25.00%,Attention
BA0126,100.00%,Reward
BA0127,100.00%,Reward
BA0128,100.00%,Reward
BA0129,100.00%,Reward
BA0130,100.00%,Reward
BA0131,87.50%,Reward
BA0133,33.33%,Attention
BA0134,75.00%,Attention
BA0135,100.00%,Reward
BA0139,0.00%,Attention
BA0140,0.00%,Attention
BA0144,0.00%,Attention
BA0145,100.00%,Reward
BA0148,100.00%,Reward
BA0149,100.00%,Reward
BA0151,100.00%,Reward
BA0153,100.00%,Reward
BA0155,85.71%,Reward
BA0157,100.00%,Reward
BA0158,38.46%,Attention
BA0159,100.00%,Reward
BA0160,100.00%,Reward
BA0161,100.00%,Reward
BA0163,75.00%,Attention
BA0164,100.00%,Reward
BA0165,40.00%,Attention
BA0167,100.00%,Reward
BA0168,0.00%,Attention
BA0169,63.64%,Attention
BA0170,100.00%,Reward
BA0171,100.00%,Reward
BA0172,100.00%,Reward
BA0173,50.00%,Attention
BA0174,100.00%,Reward
BA0175,100.00%,Reward
BA0176,100.00%,Reward
BA0178,100.00%,Reward
BA0181,83.33%,Reward
BA0183,100.00%,Reward
BA0184,50.00%,Attention
BA0185,76.92%,Normal
BA0186,33.33%,Attention
BA0189,66.67%,Attention
BA0191,50.00%,Attention
BA0193,100.00%,Reward
BA0194,100.00%,Reward
BA0196,50.00%,Attention
BA0197,66.67%,Attention
BA0198,100.00%,Reward
BA0199,100.00%,Reward
BA0200,100.00%,Reward
BA0201,100.00%,Reward
BA0202,100.00%,Reward
BA0203,100.00%,Reward
BA0204,100.00%,Reward
BA0206,100.00%,Reward
BA0207,100.00%,Reward
BA0209,60.00%,Attention
BA0210,100.00%,Reward
BA0211,0.00%,Attention
BA0212,100.00%,Reward
BA0213,50.00%,Attention
BA0214,33.33%,Attention
BA0215,100.00%,Reward
BA0217,100.00%,Reward
BA0218,100.00%,Reward
BA0220,100.00%,Reward
BA0221,100.00%,Reward
BA0222,100.00%,Reward
BA0223,100.00%,Reward
BA0224,66.67%,Attention
BA0225,100.00%,Reward
BA0226,100.00%,Reward
BA0228,100.00%,Reward
BA0229,100.00%,Reward
BA0230,100.00%,Reward
BA0232,100.00%,Reward
BA0233,100.00%,Reward
BA0236,100.00%,Reward
BA0237,66.67%,Attention
BA0239,100.00%,Reward
BA0240,100.00%,Reward
BA0242,100.00%,Reward
BA0243,100.00%,Reward
BA0244,100.00%,Reward
BA0245,100.00%,Reward
BA0248,100.00%,Reward
BA0250,0.00%,Attention
BA0251,100.00%,Reward
BA0252,100.00%,Reward
BA0253,100.00%,Reward
BA0254,100.00%,Reward
BA0256,100.00%,Reward
BA0257,100.00%,Reward
BA0259,100.00%,Reward
BA0260,100.00%,Reward
BA0261,100.00%,Reward
BA0264,100.00%,Reward
BB0001,100.00%,Reward
BB0002,33.33%,Attention
BB0003,50.00%,Attention
BB0004,100.00%,Reward
BB0005,91.67%,Reward
BB0006,100.00%,Reward
BB0007,71.43%,Attention
BB0008,80.00%,Reward
BB0009,60.00%,Attention
BB0010,66.67%,Attention
BB0011,66.67%,Attention
BB0013,100.00%,Reward
BB0014,0.00%,Attention
BB0015,100.00%,Reward
BB0017,100.00%,Reward
BB0019,100.00%,Reward
BB0020,83.33%,Reward
BB0021,50.00%,Attention
BB0022,100.00%,Reward
BB0023,100.00%,Reward
BB0024,0.00%,Attention
BB0025,100.00%,Reward
BB0027,100.00%,Reward
BB0029,0.00%,Attention
BB0033,100.00%,Reward
BB0034,100.00%,Reward
BB0035,80.00%,Reward
BB0039,100.00%,Reward
BB0040,100.00%,Reward
BB0043,100.00%,Reward
BB0044,50.00%,Attention
BB0045,66.67%,Attention
BB0046,88.89%,Reward
BB0047,52.38%,Attention
BB0048,100.00%,Reward
BB0049,80.00%,Reward
BB0050,66.67%,Attention
BB0051,100.00%,Reward
BB0052,100.00%,Reward
BB0053,100.00%,Reward
BB0054,0.00%,Attention
BB0055,66.67%,Attention
BB0056,100.00%,Reward
BB0058,66.67%,Attention
BB0059,71.43%,Attention
BB0060,66.67%,Attention
BB0061,75.00%,Attention
BB0062,100.00%,Reward
BB0063,100.00%,Reward
BB0064,0.00%,Attention
BB0065,100.00%,Reward
BB0066,66.67%,Attention
BB0067,80.00%,Reward
BB0068,100.00%,Reward
BB0070,100.00%,Reward
BB0071,100.00%,Reward
BB0072,50.00%,Attention
BB0073,100.00%,Reward
BB0074,100.00%,Reward
BB0077,100.00%,Reward
BB0078,100.00%,Reward
BB0079,100.00%,Reward
BB0082,100.00%,Reward
BB0083,66.67%,Attention
BB0084,100.00%,Reward
BB0085,100.00%,Reward
BB0086,100.00%,Reward
BB0087,100.00%,Reward
BB0088,20.00%,Attention
BB0089,87.50%,Reward
BB0090,100.00%,Reward
BB0091,50.00%,Attention
BB0092,50.00%,Attention
BB0093,100.00%,Reward
BB0094,100.00%,Reward
BB0095,50.00%,Attention
BB0096,100.00%,Reward
BB0097,100.00%,Reward
BB0098,75.00%,Attention
BB0099,100.00%,Reward
BB0100,100.00%,Reward
BB0101,100.00%,Reward
BB0102,40.00%,Attention
BB0105,100.00%,Reward
BB0106,66.67%,Attention
BB0107,0.00%,Attention
BB0108,100.00%,Reward
BB0112,100.00%,Reward
BB0114,100.00%,Reward
BB0115,100.00%,Reward
BB0117,100.00%,Reward
BB0118,100.00%,Reward
BB0119,100.00%,Reward
BB0120,75.00%,Attention
BB0121,100.00%,Reward
BB0122,100.00%,Reward
BB0123,100.00%,Reward
BB0125,100.00%,Reward
BB0126,100.00%,Reward
BB0127,100.00%,Reward
BB0131,0.00%,Attention
BB0132,63.64%,Attention
BB0133,87.50%,Reward
BB0135,75.00%,Attention
BB0136,50.00%,Attention
BB0137,66.67%,Attention
BB0138,100.00%,Reward
BB0140,100.00%,Reward
BB0141,100.00%,Reward
BB0142,100.00%,Reward
BB0143,33.33%,Attention
BB0144,75.00%,Attention
BB0146,100.00%,Reward
BB0147,100.00%,Reward
BB0148,100.00%,Reward
BB0149,72.73%,Attention
BB0150,60.00%,Attention
BB0151,100.00%,Reward
BB0154,100.00%,Reward
BB0155,100.00%,Reward
BB0157,100.00%,Reward
BB0158,100.00%,Reward
BB0159,100.00%,Reward
BB0161,100.00%,Reward
BB0162,100.00%,Reward
BB0164,100.00%,Reward
BB0165,66.67%,Attention
BB0168,100.00%,Reward
BB0169,100.00%,Reward
BB0170,50.00%,Attention
BB0171,100.00%,Reward
BB0172,66.67%,Attention
BB0173,100.00%,Reward
BB0174,100.00%,Reward
BB0177,50.00%,Attention
BB0179,100.00%,Reward
BB0180,100.00%,Reward
BB0181,100.00%,Reward
BB0182,57.14%,Attention
BB0183,100.00%,Reward
BB0184,33.33%,Attention
BB0185,100.00%,Reward
BB0186,100.00%,Reward
BB0187,100.00%,Reward
BB0188,100.00%,Reward
BB0189,100.00%,Reward
BB0192,100.00%,Reward
BB0193,66.67%,Attention
BB0194,100.00%,Reward
BB0195,100.00%,Reward
BB0196,100.00%,Reward
BB0197,66.67%,Attention
CA0001,42.86%,Attention
CA0002,42.86%,Attention
CA0003,50.00%,Attention
CA0004,100.00%,Reward
CA0005,54.55%,Attention
CA0006,37.50%,Attention
CA0007,50.00%,Attention
CA0008,65.22%,Attention
CA0009,50.00%,Attention
CA0010,37.50%,Attention
CA0011,66.67%,Attention
CA0012,42.86%,Attention
CA0013,37.50%,Attention
CA0014,66.67%,Attention
CA0015,100.00%,Reward
CA0016,90.91%,Reward
CA0017,11.11%,Attention
CA0018,0.00%,Attention
CA0019,100.00%,Reward
CA0020,55.56%,Attention
CA0021,100.00%,Reward
CA0022,100.00%,Reward
CA0023,100.00%,Reward
CA0024,27.27%,Attention
CA0025,66.67%,Attention
CA0026,45.45%,Attention
CA0027,100.00%,Reward
CA0028,50.00%,Attention
CA0029,33.33%,Attention
CA0030,100.00%,Reward
CA0031,80.00%,Reward
CA0032,100.00%,Reward
CA0033,75.00%,Attention
CA0034,100.00%,Reward
CA0035,75.00%,Attention
CA0036,100.00%,Reward
CA0037,70.59%,Attention
CA0038,83.33%,Reward
CA0039,100.00%,Reward
CA0040,66.67%,Attention
CA0041,50.00%,Attention
CA0042,80.00%,Reward
CA0043,66.67%,Attention
CA0044,66.67%,Attention
CA0045,100.00%,Reward
CA0046,100.00%,Reward
CA0047,42.86%,Attention
CA0048,70.00%,Attention
CA0049,20.00%,Attention
CA0050,100.00%,Reward
CA0051,42.86%,Attention
CA0052,100.00%,Reward
CA0053,80.00%,Reward
CA0054,0.00%,Attention
CA0055,50.00%,Attention
CA0056,100.00%,Reward
CA0057,33.33%,Attention
CA0058,66.67%,Attention
CA0059,80.00%,Reward
CA0060,50.00%,Attention
CA0061,50.00%,Attention
CA0062,100.00%,Reward
CA0063,57.14%,Attention
CA0064,100.00%,Reward
CA0065,50.00%,Attention
CA0066,75.00%,Attention
CA0067,25.00%,Attention
CA0068,100.00%,Reward
CA0070,50.00%,Attention
CA0071,0.00%,Attention
CA0072,100.00%,Reward
CA0073,33.33%,Attention
CA0074,66.67%,Attention
CA0075,0.00%,Attention
CA0076,75.00%,Attention
CA0077,100.00%,Reward
CA0078,33.33%,Attention
CA0079,33.33%,Attention
CA0081,0.00%,Attention
CA0082,100.00%,Reward
CA0083,100.00%,Reward
CA0084,100.00%,Reward
CA0085,33.33%,Attention
CA0087,100.00%,Reward
CA0090,100.00%,Reward
CA0091,100.00%,Reward
CA0092,50.00%,Attention
CA0093,100.00%,Reward
CA0094,66.67%,Attention
CA0095,100.00%,Reward
CA0099,100.00%,Reward
CA0100,100.00%,Reward
CA0101,100.00%,Reward
CA0104,100.00%,Reward
CA0105,75.00%,Attention
CA0107,80.00%,Reward
CA0109,0.00%,Attention
CA0110,87.50%,Reward
CA0111,75.00%,Attention
CA0113,60.00%,Attention
CA0114,100.00%,Reward
CA0115,100.00%,Reward
CA0116,60.00%,Attention
CA0117,0.00%,Attention
CA0118,100.00%,Reward
CA0119,66.67%,Attention
CA0120,100.00%,Reward
CA0121,100.00%,Reward
CA0122,100.00%,Reward
CA0123,100.00%,Reward
CA0124,100.00%,Reward
CA0125,100.00%,Reward
CA0126,33.33%,Attention
CA0127,100.00%,Reward
CA0130,100.00%,Reward
CA0131,100.00%,Reward
CA0133,25.00%,Attention
CA0134,80.00%,Reward
CA0135,0.00%,Attention
CA0136,0.00%,Attention
CA0137,40.00%,Attention
CA0139,100.00%,Reward
CA0141,100.00%,Reward
CA0142,100.00%,Reward
CA0144,100.00%,Reward
CA0146,100.00%,Reward
CA0147,0.00%,Attention
CA0149,0.00%,Attention
CA0150,100.00%,Reward
CA0152,0.00%,Attention
CA0154,100.00%,Reward
CA0156,100.00%,Reward
CA0159,100.00%,Reward
CA0160,100.00%,Reward
CA0164,100.00%,Reward
CA0166,100.00%,Reward
CA0168,100.00%,Reward
CA0169,100.00%,Reward
CA0170,100.00%,Reward
CA0171,100.00%,Reward
CA0174,100.00%,Reward
CA0175,100.00%,Reward
CA0176,100.00%,Reward
CA0177,42.86%,Attention
CA0178,50.00%,Attention
CA0179,100.00%,Reward
CA0180,100.00%,Reward
CA0182,100.00%,Reward
CA0184,100.00%,Reward
CA0185,50.00%,Attention
CA0190,100.00%,Reward
CA0193,100.00%,Reward
CA0195,100.00%,Reward
CA0196,100.00%,Reward
CA0197,50.00%,Attention
CA0199,100.00%,Reward
CA0200,50.00%,Attention
CA0203,100.00%,Reward
CA0204,100.00%,Reward
CA0206,33.33%,Attention
CA0207,100.00%,Reward
CA0208,80.00%,Reward
CA0209,100.00%,Reward
CA0210,100.00%,Reward
CA0212,100.00%,Reward
CA0213,100.00%,Reward
CA0214,66.67%,Attention
CA0215,100.00%,Reward
CA0216,100.00%,Reward
CA0218,80.00%,Reward
CA0219,100.00%,Reward
CA0220,50.00%,Attention
CA0221,100.00%,Reward
CA0222,66.67%,Attention
CA0223,100.00%,Reward
CA0225,100.00%,Reward
CA0227,100.00%,Reward
CA0228,0.00%,Attention
CA0230,100.00%,Reward
CA0231,50.00%,Attention
CA0232,50.00%,Attention
CA0233,66.67%,Attention
CA0235,0.00%,Attention
CA0236,100.00%,Reward
CA0238,100.00%,Reward
CA0239,0.00%,Attention
CA0240,100.00%,Reward
CA0241,0.00%,Attention
CA0242,100.00%,Reward
CA0244,100.00%,Reward
CA0245,0.00%,Attention
CA0249,100.00%,Reward
CA0250,100.00%,Reward
CA0251,100.00%,Reward
CA0253,100.00%,Reward
CA0255,100.00%,Reward
CA0256,100.00%,Reward
CA0258,100.00%,Reward
CC0001,50.00%,Attention
CC0002,71.43%,Attention
CC0003,75.00%,Attention
CC0004,100.00%,Reward
CC0005,33.33%,Attention
CC0006,16.67%,Attention
CC0007,40.00%,Attention
CC0008,50.00%,Attention
CC0009,76.47%,Attention
CC0010,53.85%,Attention
CC0011,25.00%,Attention
CC0012,64.29%,Attention
CC0013,87.50%,Reward
CC0014,50.00%,Attention
CC0015,100.00%,Reward
CC0016,66.67%,Attention
CC0017,0.00%,Attention
CC0018,25.00%,Attention
CC0019,0.00%,Attention
CC0020,71.43%,Attention
CC0021,100.00%,Reward
CC0022,100.00%,Reward
CC0023,100.00%,Reward
CC0024,42.86%,Attention
CC0025,70.00%,Attention
CC0026,75.00%,Attention
CC0027,100.00%,Reward
CC0028,55.56%,Attention
CC0029,80.00%,Reward
CC0030,62.50%,Attention
CC0031,66.67%,Attention
CC0032,100.00%,Reward
CC0033,100.00%,Reward
CC0034,66.67%,Attention
CC0035,50.00%,Attention
CC0036,33.33%,Attention
CC0037,50.00%,Attention
CC0038,71.43%,Attention
CC0039,71.43%,Attention
CC0040,85.71%,Reward
CC0041,62.50%,Attention
CC0042,0.00%,Attention
CC0043,80.00%,Reward
CC0044,50.00%,Attention
CC0045,87.50%,Reward
CC0046,100.00%,Reward
CC0047,72.22%,Attention
CC0048,50.00%,Attention
CC0049,50.00%,Attention
CC0050,90.91%,Reward
CC0051,83.33%,Reward
CC0052,66.67%,Attention
CC0053,0.00%,Attention
CC0054,93.33%,Reward
CC0055,60.00%,Attention
CC0056,66.67%,Attention
